"caption","ownerFullName","ownerUsername","url","commentsCount","firstComment","likesCount","timestamp","queryTag"
"Warning: This lunch might make heading back to work a little harder. 😉

Swing by Monday to Friday, 1–4 PM for our weekday Set Menu starting at Rs.599 (Mumbai) Rs.650 (Delhi) Pick your favourite appetizer and main, and add a drink or dessert if you’re feeling indulgent. Mix, match, and make lunch the highlight of your day.

Call for Reservations: 
Mumbai - 77100 83222
Delhi – 92894 11500

menu Delhi, budget lunch Mumbai, budget lunch Delhi, affordable dining India, Rs 599 lunch deal, Rs 650 lunch deal, casual lunch spot, lunch with drinks

#MonkeyBar #LunchDeals #SetMenuLunch #MumbaiLunchSpots #DelhiLunchSpots","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DVqp8sXklx_/","1","I can have this everyday 😍. Love the preparations at monkey bar","92","2026-03-09T14:09:02.000Z",
"Colours outside. Comfort inside. 💛
Dig into Aunty Vinnie’s Berry Pulao — sweet bursts, savoury bites, and plates as vibrant as your plans. 🌈🍽️

Call for Reservations:
Mumbai - 77100 83222
Delhi – 92894 11500

#monkeybar #berrypulao #monkeybardishes
#foodie 

Monkey bar, monkey bar dishes,  Aunty Vinnie’s Berry Pulao,  bandra foodie,  vasant kunj foodie.","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DVf_62TktKW/","0","","47","2026-03-05T10:49:01.000Z",
"Love loud. Dance proud. 🌈
QPOP! By @salvationstar is back at Monkey Bar, bringing the energy, big beats, bold vibes, and a dancefloor that celebrates everyone. 
Join us as @djgauravvarma takes over the decks for a night you won’t want to miss. 🪩

📅 12th March, Thursday
⏰ 9:30 PM onwards
📍 Monkey Bar, Bandra
🎟 Free Entry

Come through, bring the crew, and let the night take over.

#QPOP #LoveLoudDanceProud #PrideParty #MonkeyBarBandra #lgbtqiaevent

Qpop, Salvation Star, bandra, Monkey Bar, mumbai bandra nights, Bandra events, lgbtqia events Bandra, mumbai nightlife, Monkey Bar Mumbai","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DVs9KunkusW/","1","👏👏","85","2026-03-10T11:35:33.000Z",
"Skip the wait. Join the table.
Evenings begin early at Monkey Bar.

#monkeybarind #monkeybar #vasantkunj #bandra

Monkey Bar, monkey bar cocktails,  bandra restaurants, vasant kunj,  delhi, cocktails,  places to visit in delhi, monkey bar team.","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DVbEnu2kjpW/","0","","176","2026-03-03T12:55:16.000Z",
"Wing-it Wednesdays are here to put your tolerance to the test! 🌶️

Hot Wings on the grill, Contest adding to the thrill 🔥
We say there’s no way you can finish our Hot Chili Wings. Can you find a way? 😋 

🗓️: 11th March, Wednesday
🕕: 6 PM onwards
Monkey Bar, Museum Road
RSVP: 86554 64500","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DViSTlpkoQY/","1","on my way!","408","2026-03-06T08:11:18.000Z",
"Here’s to the bold, the fierce, the unstoppable. 🍸
This Women’s Day, we’re raising a toast to every kind of woman — the fearless, the powerful, the unapologetic.

Celebrate your vibe, your story, and your strength with us.
Take our secret quiz and discover your perfect pour.
Your first drink is on us. 🥂

Today | All Day | Monkey Bar

#womensday #MonkeyBarDelhi #monkeybarmumbai #8thmarch 

Monkey Bar,  monkeybar cocktails,  Women’s Day, Women’s Day cocktails, vasant kunj,  bandra, mumbai Women’s Day event,  delhi Women’s Day event, Bandra events, best bar in Bandra, neighbourhood bar","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DVnQoChkjqy/","0","","178","2026-03-08T06:30:11.000Z",
"Drink Like A Woman!
This Women’s Day Ditch the Menu, Ladies!

Take our secret cocktail quiz let Monkey decide your personality pour. No menu, Just the perfect drink in your hand!

1st one's on us!
8th March Sunday All Day

#monkeybar #womensday #MonkeyBarDelhi #monkeybarmumbai #8thmarch 

Monkey Bar,  monkeybar cocktails,  Women’s Day, Women’s Day cocktails, vasant kunj,  bandra, mumbai Women’s Day event,  delhi Women’s Day event, Bandra events, best bar in Bandra, neighbourhood bar","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DVdBIBaEk8T/","0","","50","2026-03-04T07:03:18.000Z",
"Ran into your ex.
Survived the week.
Said yes to plans.
Stayed for “just one drink.”

Every situation deserves a drink — and we’ve got one for all of them at Monkey Bar. 🍸

#monkeybarind #MonkeyBarCocktails #monkeybar #monkeybardelhi 

Monkeybar, delhi, vasant kunj,  monkey bar cocktails,  cocktails,  delhi party places.","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DVvkSIoEmwh/","0","","144","2026-03-11T11:55:43.000Z",
"The beats were loud, the energy louder.
Eyemyth Audio Riot brought together experimental sound, powerful sets, and a night at Monkey Bar Delhi unforgettable 🔊

Shoutout to Elijah, Kreon, Spryk, and Norbu for bringing the house down!

#MonkeyBarDelhi #monkeybar #Delhi #vasantkunj 

Monkey Bar,  Vasant Kunj,  delhi,  monkey bar Vasant Kunj,  delhi party vibe,  delhi night life, delhi nights .","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DV0pN6Hkn3E/","0","","2","2026-03-13T11:16:22.000Z",
"Chef @taiyabaali has a deep-rooted connection to Lucknowi cuisine. 
For our next Supper, she’s exploring this through her personal take on classic recipes. 🥘

The menu, Songs of Spring, brings you the best of what the season and remanents of winter have to offer.

Join us for a feast paired with curated cocktails and end the afternoon with a delicious dessert featuring a handcrafted @nicicecreams flavour. 🍨

Book your tickets from the link in bio on @scenesonswiggy!

🗓️ 14th March
⏰ 12:30pm onwards
📍 @monkeybarind, Vasant Kunj","Servd Delhi NCR","delhi.servd","https://www.instagram.com/p/DVYzhggiO_j/","2","The link doesn’t work, could you check","199","2026-03-02T15:45:58.000Z",
"Valentine’s at Monkey Bar Delhi looked a little different this year.
Stupid Cupid showed up, DJ Tony took over, and the pyramid saw more laughs than love stories. Stronger pours, chaotic confessions, and a dance floor that did not believe in subtle.
Delhi, you really said single but make it iconic. ❤️

#MonkeyBarDelhi #ValentinesEvent  #delhinightlife 

monkey bar Delhi, valentine events in Delhi, single mixers, stupid Cupid, gastropub, neighbourhood bar, best bar in Vasant Kunj, valentine celebration","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DVVwoSgkol9/","0","","260","2026-03-01T11:23:41.000Z",
"Crispy on the outside, dangerously addictive on the inside.
Golden, spicy, and built for serious cravings. 🔥

#monkeybarind #monkeybardishes #MonkeyBar #foodie 

Monkeybar, monkeybar dishes, foodie,  vasant kunj, bandra, Bengaluru.","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DVBTAmakj17/","0","","39","2026-02-21T12:39:22.000Z",
"Ryan Sadri (aka @rynosax ), one of India’s most sought-after saxophonists, brings over two decades of live stage magic to Monkey Bar Bengaluru.
Sarees set the theme, sax sets the mood.

This Women’s Day, 8th March at 1 PM — celebrate The Monkey Way

#monkeybar #Bengaluru #MonkeyBarBengaluru #bengaluruevents 

Monkey bar, Bengaluru,  monkey bar bengaluru,  Ryan Sadri,  saxophonists,  women's day bengaluru,  Women’s Day.","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DVOK_wfEhwH/","0","","52","2026-02-26T12:39:29.000Z",
"When the plan was one dish but the table said otherwise.
Bold bites, smooth sips, and absolutely no regrets.

#monkeybarind #monkeybardishes #MonkeyBar #foodie 

Monkeybar, monkeybar dishes, foodie,  vasant kunj, bandra, Bengaluru.","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DVOIteEEhww/","0","","42","2026-02-26T12:19:32.000Z",
"Drinks flying. Shakers banging. Orders ringing in.
Music loud, vibes louder, and they’re still pouring through it! 
Happy Bartenders Day to those who turn chaos into cocktails. 🍸🔥

#BartenderMoments #bartendersday #MonkeyBar #monkeybarteam 

Monkeybar, Bartenders day, monkeybar team, vasant kunj,  bandra, Bengaluru,  Bartenders.","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DVJEZWkEuLl/","0","","83","2026-02-24T13:06:54.000Z",
"The kind of moment that turns a table into a team!🏏
T20 live at Monkey Bar with special match day offers on beers and cocktails.

Monkey Bar cricket screening, T20 live screening India, sports bar match day, beer offers, cocktail offers, Monkey Bar Mumbai, Monkey Bar Delhi, bar with live sports, match day drink deals, cricket with friends

#MonkeyBar #T20Live #MatchDayAtMonkeyBar #CricketAndChill #GameNightVibes","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DVOQt2UEq6Z/","3","😂","84","2026-02-26T13:29:42.000Z",
"It starts with one ball, and before you know it, the whole bar’s locked in.
Catch the T20 action live at Monkey Bar with big screens, special match day offers, and all the cheers that follow.

Monkey Bar cricket screening, T20 live screening India, sports bar lunch, lunch with live cricket, daytime cricket screening, bar with big screens, cricket match viewing Mumbai, cricket match viewing Delhi, food and beer during match, match day lunch plans

 #T20AtMonkeyBar #SportsBarVibes #DayMatchMood #MumbaiCricket #MatchDayAtMonkeyBar","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DU2xzimErwa/","1","🔥🔥🔥🔥","231","2026-02-17T10:37:19.000Z",
"Valentine’s at Monkey Bar Bandra looked a little different this year.

Good music, stronger pours, unexpected conversations and a dance floor that didn’t take itself too seriously. Stupid Cupid did his thing — we just set the scene.

Bandra, you understood the assignment. ❤️
 In association with @ab.experience 

#MonkeyBarBandra #ValentinesEvent #MumbaiNightlife 
#valentinesday 

monkey bar mumbai, Bandra events, valentines events in Bandra, single mixers, stupid Cupid, gastropub, neighbourhood bar, best bar in Bandra, valentine celebration","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DVGbbYokjgR/","0","","30","2026-02-23T12:29:42.000Z",
"Street corners, quick sips, citrusy refreshment, and that familiar kettle doing the rounds. OuLimonCha #NostalgiaInAGlassyday Calcutta classic and gives it a bar-side glow up - bright, tea-led, and comfortingly nostalgic, just with a little more kick. Some stories are best told in a glass at Monkey Bar.🍋

street corners, quick sips, citrus refreshment, Calcutta classic, limon cha, tea-led cocktail, nostalgic flavours, bar-side glow up, Monkey bar Mumbai, Monkey bar Delhi, crafted cocktails 

 #LimonCha #NostalgiaInAGlass #MonkeyBarMoments #TeaCocktails","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DVQb3PUkve1/","0","","14","2026-02-27T09:45:17.000Z",
"Bold pours. Smooth sips. Whatever your mood is, we’re pouring it all weekend!

#monkeybar #MonkeyBarCocktails #MonkeyBarDelhi #monkeybarmumbai 

Monkey Bar,  cocktails,  weekend nights delhi, weekend nights bandra, monkey bar cocktails,  vasant kunj,  bandra, monkey cocktails.","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DU-teCpEoTv/","0","","42","2026-02-20T12:32:51.000Z",
"Glass walls. Golden light. Easy mood.
A space that shines before the night even begins.
Monkey Bar Delhi in its natural element.

#MonkeyBarDelhi #MonkeyBar #vasantkunj #Delhi 

Monkeybar, monkeybar delhi, vasant kunj,  monkey bar ambience,  delhi party place, delhi foodie.","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DVIe1RUEpOG/","0","","45","2026-02-24T07:38:54.000Z",
"Big hits. Bigger screens. Cold beers.
Catch every moment of the T20 World Cup LIVE at Monkey Bar 🍻🏏

Monkey Bar cricket screening, T20 World Cup screening, live cricket at Monkey Bar, sports bar India, lunch with live match, day drinking during cricket, cricket screening Mumbai, cricket screening Delhi, bar with big screens, match day vibes

#T20WorldCup #CricketAtMonkeyBar #SportsBarIndia #MatchDayScenes #LiveMatchScreening","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DUdiB8skgeU/","0","","115","2026-02-07T15:18:24.000Z",
"Crisp on the outside. Chocolate at heart. Regret-free indulgence.
Our Choco Taco is house-made phyllo wrapped around rich chocolate and pure indulgence.
One bite and restraint is officially cancelled.

#monkeybar #MonkeyEats #DessertTherapy #monkeybardessert 

Monkey bar, monkey bar dessert,  monkey eats, Bengaluru foodie, delhi foodie, mumbai foodie,  dessert,  choco Taco.","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DUlAUA8EkMU/","1","Keep shining bright","185","2026-02-10T12:57:15.000Z",
"Midday cravings, handled.
Our lunch set menus are made for quick work breaks and easy, relaxed lunches alike.
Starting at Rs 599 in Mumbai | Rs 650 in Delhi
Available till 4 PM

Reserve your table
📍 Delhi: 92894 11500
📍 Mumbai: 77100 83222

Monkey Bar set menu, lunch set menu Mumbai, lunch set menu Delhi, budget lunch Mumbai, budget lunch Delhi, affordable dining India, Rs 599 lunch deal, Rs 650 lunch deal, casual lunch spot, lunch with drinks

#MonkeyBar #LunchDeals #SetMenuLunch #MumbaiLunchSpots #DelhiLunchSpots","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DUaIXmdkjEA/","0","","162","2026-02-06T07:36:00.000Z",
"Safe to say, Bengaluru did not hold back. 🔥🎧
BBQ Beats & Booze turned midweek into main character energy.

#MonkeyBarBengaluru #bbq #bbqbeatsandbooze #Bengaluru

Monkey bar, monkey bar bengaluru, BBQ, BBQ Beats and booze, Bengaluru events, BBQ Bengaluru Bengaluru foodie.","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DUqC3c0EhKS/","1","🔥","51","2026-02-12T11:56:26.000Z",
"Cupid’s cancelled.
The bartender isn’t.

This Valentine’s, we’re serving cocktails stronger than your last situationship.
Stupid Cupid specials at Monkey Bar — sip responsibly, flirt irresponsibly. 🐒💘

Available in Mumbai & Delhi 
13-15th Feb

#MonkeyBarBandra #MonkeyBarDelhi #ValentinesEvent #cocktails #valentinescocktails 

monkey bar mumbai, Bandra events, valentines events in Bandra, monkey bar Delhi, valentine events in Delhi, single mixers, stupid Cupid, gastropub, neighbourhood bar, best bar in Bandra, best bar in Vasant Kunj, valentine celebration, cocktails. Valentines Cocktails.","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DUkpLObEiuc/","1","❤️❤️❤️❤️","188","2026-02-10T09:35:04.000Z",
"An experience, not just a party — Stupid Cupid approved.
Single. Taken. It’s complicated.
This Valentine’s, Monkey Bar Mumbai teams up with AB Experience for a mixer that celebrates it all.

✨ Love Tarot
🛋️ Confession Couch
🎤 Single Anthem Hour with DJ Jarryd on the decks

📍 Monkey Bar, Bandra | 14th Feb | 9 PM onwards
💸 Cover: Rs 3000 (Couple / Male stag) | Rs1000 (Female stag)
📞 Reservations: 7710083222

#MonkeyBarBandra #ValentinesEvent #MumbaiNightlife 
#valentinesday 

monkey bar mumbai, Bandra events, valentines events in Bandra, single mixers, stupid Cupid, gastropub, neighbourhood bar, best bar in Bandra, valentine celebration","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DUiNbJJkpRy/","3","Only trouble on Saturday 🔥😉","44","2026-02-09T10:56:07.000Z",
"High-energy filmy madness all night. 
Desi Rebel by @full.siyappaa turned Monkey Bar into a full-blown Bollywood riot; back-to-back bangers, zero breaks, only rebel vibes! 
Because Bollywood taught us one thing —the rebels always look better. 
If you were there, you know.

Powered by: @jimbeamindia 

#MonkeyBarDelhi #MonkeyBar #vasantkunj #delhinighlife 

Monkey bar, monkey bar delhi,  vasant kunj,  Desi Rebel, full siyappa, Bollywood riot, delhi parties,  monkey bar nights.","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DUvGjuyEk4G/","0","","170","2026-02-14T11:05:32.000Z",
"Not Your Usual Valentine Mixer! 
Stupid Cupid lands at Monkey Bar on 14th Feb, 9 PM onwards. 💘

Whispers are already spreading… friends swapping secrets, laughs, and maybe a cheeky confession or two. This mixer is for all statuses and situationships — single, taken, or somewhere in between.

Join us for the vibes that don’t follow love rules.

Mumbai | Delhi

#MonkeyBarBandra #MonkeyBarDelhi #ValentinesEvent #MumbaiNightlife #delhinightlife 

monkey bar mumbai, Bandra events, valentines events in Bandra, monkey bar Delhi, valentine events in Delhi, single mixers, stupid Cupid, gastropub, neighbourhood bar, best bar in Bandra, best bar in Vasant Kunj, valentine celebration","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DUYa6wsDX4b/","1","Me","311","2026-02-05T15:41:38.000Z",
"Confess your love, your chaos, or your situationship. 
Take a seat on the Banana Confession Couch at Stupid Cupid.

From sweet love stories to bad decisions and everything in between, this Valentine’s is for singles, couples, and all situationships.

14th Feb | 9 PM onwards
📍 Monkey Bar — Delhi & Mumbai

📍Delhi 92894 11500
📍Mumbai 77100 83222

Monkey Bar Valentine’s Day, Valentine’s party Delhi, Valentine’s party Mumbai, singles night out, situationship party, Bar events, Delhi Nightlife, Mumbai Nightlife, Valentine’s Day Events, Delhi Events, Bandra Events

#StupidCupid #ValentinesAtMonkeyBar #SinglesAndTaken #LoveAndBadDecisions #DateNightAtMonkeyBar","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DUnAEyKEj9X/","0","","43","2026-02-11T07:33:57.000Z",
"Looking for your next lunch plan? 
Join us at Monkey Bar for a wide array of delectable treats and an unforgettable afternoon.

Monkey Bar menu, lunch set menu Mumbai, lunch set menu Delhi, budget lunch Mumbai, budget lunch Delhi, affordable dining India, Rs 599 lunch deal, Rs 650 lunch deal, casual lunch spot, lunch with drinks

#MonkeyBar #LunchDeals #SetMenuLunch #MumbaiLunchSpots #DelhiLunchSpots","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DUzxhAJEkRj/","0","","88","2026-02-16T06:36:47.000Z",
"Seven states, one unforgettable cocktail. Inspired by the flavours of the North East, Seven Sisters blends fresh produce, citrus, and raw honey with a refreshing twist. 
easy to love and hard to forget - now pouring at Monkey Bar Mumbai and Delhi

Seven Sisters cocktail, North East flavours, fresh produce, citrus notes, raw honey, craft mixology, signature serve, regional inspiration, refreshing cocktail, Monkey Bar special

#SevenSisters #NorthEastInspired #CraftCocktails #HoneyAndCitrus #SignatureServe MonkeyBarMumbai MonkeyBarDelhi CocktailCulture IndianFlavours EasyToLoveHardToForget","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DUscnkyEvOo/","0","","13","2026-02-13T10:19:14.000Z",
"Mid-shift. Mid-pour.
Fully distracted by something that is absolutely not our business.
Are we involved? No.
Are we invested? Unfortunately, yes. 🙈😁

Monkey Bar, lunch at Monkey Bar, bar lunch scene, daytime drinks, bartender life, mid-shift moments, workday chaos, monkey bar mumbai, monkey bar bandra, monkey bar delhi, relatable reels

#MonkeyBar #LunchAtMonkeyBar #MidShiftMood #BarLifeChronicles #DayDrinksVibes #LunchWithDrama #gossip #BartenderMoments #MonkeyBusiness #ShiftStories","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DUGR2MnEtcm/","1","😂😂😂😂😂","307","2026-01-29T14:34:40.000Z",
"Cupid missed the mark? We fixed it with cocktails. 🍸😁

This Valentine’s, we’re pouring sass over sentiment with our Stupid Cupid specials — for singles, couples, and every situationship in between.

From The Ex-Files to Swipe Left Sour and Cupid Pinched My Bum, each drink is a little unhinged (as it should be). 
Available from 13th-15th Feb at Monkey Bar, Mumbai & Delhi

#MonkeyBarBandra #MonkeyBarDelhi #ValentinesEvent #MumbaiNightlife #delhinightlife 

monkey bar mumbai, Bandra events, valentines events in Bandra, monkey bar Delhi, valentine events in Delhi, single mixers, stupid Cupid, gastropub, neighbourhood bar, best bar in Bandra, best bar in Vasant Kunj, valentine celebration","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DUYSlHPkmpf/","1","","246","2026-02-05T14:26:42.000Z",
"An experience, not just a party — Stupid Cupid approved.
Single. Taken. It’s complicated.
If love has you confused, curious, or just here for the vibes — you’re invited.
This Valentine’s, swing by Monkey Bar, Mumbai and Delhi for a mixer that celebrates all situationships.
✨ Tarot cards to decode your love story (or the lack of it😋)
🎲 Icebreaker games (low pressure, high fun)
🎤 Single Anthem Hour (main-character energy only)
🎧 DJ spinning House, Commercial & Pop
📍 Monkey Bar, Bandra & Vasant Kunj 
🗓 14th Feb
⏰ 9 PM onwards
Come with your heart open & expectations low 😉

📞 Call for reservations
  Delhi 92894 11500
  Mumbai 77100 83222

#MonkeyBarBandra #MonkeyBarDelhi #ValentinesEvent #MumbaiNightlife #delhinightlife 

monkey bar mumbai, Bandra events, valentines events in Bandra, monkey bar Delhi, valentine events in Delhi, single mixers, stupid Cupid, gastropub, neighbourhood bar, best bar in Bandra, best bar in Vasant Kunj, valentine celebratio","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DUNywyZDUCJ/","0","","20","2026-02-01T12:40:45.000Z",
"Chef @taiyabaali is known for her spins on Lucknowi cuisine, shedding light on lesser-known recipes that come from the city’s households. 🍽️

For our next Supper Club prepare for a 6 course feast with dishes such as Chuqandar Gosht Wellington, Rasbhari Sorbet, Yakhni Pulao and a delicious dessert paired with @nicicecreams! 

Also enjoy curated cocktails with the meal. 🍸

Limited seats! Link in bio. 🔗

🗓️ Saturday, 14th March
🕧 12:30pm onwards 
📍 @monkeybarind, Vasant Kunj","Servd Delhi NCR","delhi.servd","https://www.instagram.com/p/DVgOxyzCKc5/","18","Booking link please","264","2026-03-05T12:59:34.000Z",
"An experience, not just a party — Stupid Cupid approved.
Single. Taken. It’s complicated.
If love has you confused, curious, or just here for the vibes — you’re invited.
This Valentine’s, swing by Monkey Bar, Delhi for a mixer that celebrates all situationships.
✨ Tarot cards to decode your love story (or the lack of it) 
🎲 Icebreaker games (low pressure, high fun)
🎤 Single Anthem Hour (main-character energy only)
🎧 DJ Tony spinning House, Commercial & Pop
📍 Monkey Bar, Vasant Kunj
🗓 14th Feb, Saturday 
⏰ 9 PM onwards
Come with your heart open & expectations low 😉

Call for Reservations: 92894 11500

#MonkeyBarDelhi #ValentinesEvent  #delhinightlife 

monkey bar Delhi, valentine events in Delhi, single mixers, stupid Cupid, gastropub, neighbourhood bar, best bar in Vasant Kunj, valentine celebration","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DUN0JCEjQvZ/","4","Brilliant music taste my guy ❤️❤️","31","2026-02-01T12:50:49.000Z",
"Crisp. Cold. Perfect. Straight from the tap and ready for you. Now that’s a Monkey Bar kind of plan. 🍺

#MonkeyBar #MonkeyBarDelhi #MonkeyBarBandra #beerlover 

Monkey bar, Monkey Bar Bandra,  Monkey Bar Delhi, Vasant Kunj, Delhi, Bengaluru, Gastropub, Neighbourhood Bar, Best Bar in Delhi, Best Bar in mumbai, mumbai nightlife, Delhi nightlife, Beer Lover","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DUIbYTYEn9a/","0","","114","2026-01-30T10:35:48.000Z",
"An experience, not just a party — Stupid Cupid approved.
Single. Taken. It’s complicated.
If love has you confused, curious, or just here for the vibes — you’re invited.
This Valentine’s, swing by Monkey Bar, Bandra for a mixer with @ab.experience that celebrates all situationships.
✨ Tarot cards to decode your love story (or the lack of it) 
🎲 Icebreaker games (low pressure, high fun)
🎤 Single Anthem Hour (main-character energy only)
🎧 DJ Jarryd spinning House, Commercial & Pop
📍 Monkey Bar, Bandra
🗓 14th Feb, Saturday 
⏰ 9 PM onwards
Come with your heart open & expectations low 😉
📞 Call for reservations - 7710083222

#MonkeyBarBandra #ValentinesEvent #MumbaiNightlife 
#valentinesday 

monkey bar mumbai, Bandra events, valentines events in Bandra, single mixers, stupid Cupid, gastropub, neighbourhood bar, best bar in Bandra, valentine celebration","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DUNxwWoDeVu/","3","😍❤️🔥🔥","45","2026-02-01T12:31:53.000Z",
"Day 1 of Flavour Riot was an absolute blast — big flavours, packed tables, and Bengaluru showing up hungry. 🔥

The Bohri affair stole the show, and if you missed it today, we’re ready to host you tomorrow with even more delicious chaos.

Join us for Day 2 at Monkey Bar.

🗓 31st Jan & 1st Feb
⏰ 12 noon – 6 PM (or till stocks last)
📍 Monkey Bar, Bengaluru

#MonkeyBengaluru #MonkeyBarBengaluru #bengaluru #thebombaychapter003 

Bengaluru,  Monkey bar,  monkey bar Bengaluru,  the Bombay chapter 003, flavour riot, bohri affair, monkey eats,  Bengaluru foodie.","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DULcAKoknVM/","0","","82","2026-01-31T14:39:55.000Z",
"Game on, Galentines — and you showed up to win. 💕
An afternoon full of laughs, little rivalries, big energy and even bigger main-character moments at Monkey Bar Bengaluru. From board games to bonding breaks, it was all about the girls.
Until the next one, ladies. 💗🎲

#GalentinesAtMonkeyBar #MonkeyBarBengaluru #GirlsDayOut #BengaluruEvents

Monkey Bar,  Bengaluru,  monkey bar bengaluru,  galentine,  valentine's day, bengaluru events","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DU79FpFkvnC/","0","","26","2026-02-19T10:53:07.000Z",
"Big laughs, familiar faces, and drinks that keep the night fun; sometimes fuzzy!.
Because this is YOUR neighbourhood bar, after all.
Monkey Bar nights! Wake up remembering it all.😎

Call for reservations 
📍Delhi 92894 11500
📍Mumbai 77100 83222
📍Bengaluru 8655464500

#monkeybar #nighlife #monkeybardelhi #monkeybarmumbai #delhibars 

Monkey Bar Delhi, Monkey Bar Mumbai, Bandra, Vasant Kunj, Delhi Nightlife, Good Times, Go Bananas, Bandra Nightlife, Best Bar In Bandra, Best Bar in Delhi, Bandra Events, Delhi Events, Gastropub Mumbai, Gastropub Delhi, Party Spots in Delhi","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DUQmZw2DaDb/","2","🥳🍻","836","2026-02-02T14:50:45.000Z",
"Hullabaloo, Bolly Nights took over the bar and the night.

With Faniaa’s bar takeover setting the mood and Beatslayer, Aman & Dash dropping back-to-back bangers, Monkey Bar, Vasant Kunj was on fire.
Delhi, that energy was unreal.
See you at the next Bolly Night. Every Friday, 9 PM onwards.

#monkeybar #monkeybardelhi #vasantkunj #HullabalooNights #Bollvtech 

Delhi, vasant kunj, monkey bar, bollytech night, delhi nights, weekend parties, hullaballo, bolly nights.","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DUVdoVokguk/","0","","357","2026-02-04T12:07:38.000Z",
"#DitchYourResolutionDay 
Strong drinks. Stronger betrayals. 🍸
Dry January was a suggestion, not a promise. One order changed everything.

ditch your resolution day, ditch dry january, breaking resolutions, mocktail to cocktail, zero proof drinks, monkey bar menu, new year resolution fail, cocktail bar india, monkey bar mumbai, monkey bar bandra, monkey bar delhi, gastropub

#DitchTheResolution #DryJanuaryFail #ResolutionWho #DrinkYourWay #MonkeyBar #BarLifeIndia #NewYearMood #SoberCuriousButNot #NightOutVibe #funnybarreels","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DTmnaiFDTJD/","1","❤️❤️","236","2026-01-17T07:29:08.000Z",
"Different regions. Different tastes. One nation.
Honouring Republic Day with food that brings us together 🇮🇳🍽️

#happyrepulicday #monkeybar #newmenu #gastropub

Monkey Bar Bandra, Monkey Bar, regional food in Bandra, regions food in delhi, mumbai foodies, Delhi eats","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DT9cAs1CpA6/","0","","46","2026-01-26T04:09:37.000Z",
"DJ on deck. Drinks on repeat. We bet you can’t stop dancing, to this beat! 

Bedtime’s cancelled. It’s Friday night at Monkey Bar!

Call for reservations:
📍Delhi 92894 11500
📍Mumbai 77100 83222
📍Bengaluru 8655464500

#MonkeyBar #Cocktails #MonkeyBarDelhi #MonkeyBarBandra #fridaynight #bandranightlife 

Monkey bar, Monkey Bar Cocktails, Cocktails, Bandra,  Vasant Kunj, Delhi, Bengaluru, Gastropub, Neighbourhood Bar, Best Bar in Delhi, Best Bar in mumbai, mumbai nightlife, Delhi nightlife","Monkey Bar, India","monkeybarind","https://www.instagram.com/p/DT2mz5HEt6l/","0","","184","2026-01-23T12:29:21.000Z",
